date,X,Y,Z,LPBP,Accumulated_Index,Index_with_which_day
2019-09-23 08:00:36,104.0,656.23,46,685,108.35,107.13
2019-09-23 06:00:39,104.0,656.23,46,685,108.35,107.13
2019-09-23 04:00:36,104.0,656.23,46,685,108.35,107.13
2019-09-23 02:00:36,104.0,656.23,46,685,108.35,107.13
2019-09-23 00:00:36,104.0,656.23,46,685,108.35,107.13
2019-09-22 22:00:41,104.0,656.23,45,685,108.35,108.35
2019-09-22 20:00:37,104.0,656.23,45,685,108.35,108.35
2019-09-22 18:00:35,104.0,656.23,45,685,108.35,108.35
2019-09-22 16:00:37,104.0,656.23,45,685,108.35,108.35
2019-09-22 14:00:43,104.0,656.23,45,685,108.35,108.35
2019-09-22 12:00:37,104.0,656.23,45,685,108.35,108.35
2019-09-22 10:00:36,104.0,656.23,45,685,108.35,108.35
2019-09-22 08:00:38,104.0,656.23,45,685,108.35,108.35
2019-09-22 06:00:40,104.0,656.23,45,685,108.35,108.35
2019-09-22 04:00:37,104.0,656.23,45,685,108.35,108.35
2019-09-22 02:00:37,104.0,656.23,45,685,108.35,108.35
2019-09-22 00:00:38,104.0,656.23,45,685,108.35,108.35
2019-09-21 22:00:36,104.0,656.23,45,685,108.35,108.35
2019-09-21 20:00:38,104.0,656.23,45,685,108.35,108.35
2019-09-21 18:00:37,104.0,656.23,45,685,108.35,108.35
2019-09-21 16:00:40,104.0,656.23,45,685,108.35,108.35
2019-09-21 14:00:38,104.0,656.23,45,685,108.35,108.35
2019-09-21 12:00:35,104.0,656.23,45,685,108.35,108.35
2019-09-21 10:00:35,104.0,656.23,45,685,108.35,108.35
2019-09-21 08:00:41,104.0,656.23,45,685,108.35,108.35
2019-09-21 06:00:39,104.0,656.23,45,685,108.35,108.35
2019-09-21 04:00:37,104.0,656.23,45,685,108.35,108.35
2019-09-21 02:00:40,104.0,656.23,45,685,108.35,108.35
2019-09-21 00:00:36,104.0,656.23,45,685,108.35,108.35
2019-09-20 22:00:39,111.33,656.23,45,685,112.02,112.02
2019-09-20 20:00:37,117.33,656.9,45,685,115.08,115.08
2019-09-20 18:00:41,124.44,664.0,45,685,119.24,119.24
2019-09-20 16:00:43,123.78,663.34,45,685,118.85,118.85
2019-09-20 14:00:41,134.89,674.44,45,685,125.36,125.36
2019-09-20 12:00:35,134.22,673.77,45,685,124.97,124.97
2019-09-20 10:00:35,134.22,673.77,45,685,124.97,124.97
2019-09-20 08:00:43,144.89,673.77,45,685,130.3,130.3
2019-09-20 06:00:39,144.89,673.77,45,685,130.3,130.3
2019-09-20 04:00:40,144.89,673.77,45,685,130.3,130.3
2019-09-20 02:00:41,144.89,673.77,45,685,130.3,130.3
2019-09-20 00:00:40,144.89,673.77,45,685,130.3,130.3
2019-09-19 22:00:39,144.89,673.77,44,685,130.3,131.62
2019-09-19 20:00:38,144.89,673.77,44,685,130.3,131.62
2019-09-19 18:00:43,137.78,662.67,44,685,125.79,127.09
2019-09-19 16:00:37,141.11,666.0,44,685,127.75,129.05
2019-09-19 14:00:40,141.78,666.0,44,685,128.08,129.38
2019-09-19 12:00:35,142.44,666.0,44,685,128.41,129.71
2019-09-19 10:00:39,142.44,666.0,44,685,128.41,129.71
2019-09-19 08:00:42,142.44,666.0,44,685,128.41,129.71
2019-09-19 06:00:41,142.44,666.0,44,685,128.41,129.71
2019-09-19 04:00:38,142.44,666.0,44,685,128.41,129.71
2019-09-19 02:00:40,142.44,666.0,44,685,128.41,129.71
2019-09-19 00:00:38,153.56,666.0,44,685,133.97,135.27
2019-09-18 22:00:37,152.89,665.33,43,685,133.58,136.24
2019-09-18 20:00:40,152.89,665.33,43,685,133.58,136.24
2019-09-18 18:00:38,152.22,664.67,43,685,133.19,135.84
2019-09-18 16:00:39,155.56,664.67,43,685,134.86,137.51
2019-09-18 14:00:38,148.44,652.9,43,685,130.29,132.9
2019-09-18 12:00:37,147.78,652.9,43,685,129.96,132.56
2019-09-18 10:00:35,145.11,650.24,43,685,128.39,130.99
2019-09-18 08:00:39,145.11,650.24,43,685,128.39,130.99
2019-09-18 06:00:41,145.11,650.24,43,685,128.39,130.99
2019-09-18 04:00:39,145.11,650.24,43,685,128.39,130.99
2019-09-18 02:00:41,145.11,650.24,43,685,128.39,130.99
2019-09-18 00:00:40,141.78,646.91,43,685,126.44,129.03
2019-09-17 22:00:38,141.78,646.91,42,685,126.44,130.41
2019-09-17 20:00:38,138.44,643.58,42,685,124.49,128.44
2019-09-17 18:00:48,141.78,646.91,42,685,126.44,130.41
