date,X,Y,Z,LPBP,Accumulated_Index,Index_with_which_day
2019-11-24 22:00:38,160.22,746.59,45,656,137.02,137.02
2019-11-24 20:00:38,160.22,746.59,45,656,137.02,137.02
2019-11-24 18:00:37,160.22,746.59,45,656,137.02,137.02
2019-11-24 16:00:38,160.22,746.59,45,656,137.02,137.02
2019-11-24 14:00:41,160.22,746.59,45,656,137.02,137.02
2019-11-24 12:00:39,160.22,746.59,45,656,137.02,137.02
2019-11-24 10:00:43,160.22,746.59,45,656,137.02,137.02
2019-11-24 08:00:41,160.22,746.59,45,656,137.02,137.02
2019-11-24 06:00:37,160.22,746.59,45,656,137.02,137.02
2019-11-24 04:00:39,160.22,746.59,45,656,137.02,137.02
2019-11-24 02:00:42,160.22,746.59,45,656,137.02,137.02
2019-11-24 00:00:40,160.22,746.59,45,656,137.02,137.02
2019-11-23 22:00:38,160.22,746.59,45,656,137.02,137.02
2019-11-23 20:00:39,160.22,746.59,45,656,137.02,137.02
2019-11-23 18:00:36,160.22,746.59,45,656,137.02,137.02
2019-11-23 16:00:38,160.89,746.59,45,656,137.35,137.35
2019-11-23 14:00:37,160.89,746.59,45,656,137.35,137.35
2019-11-23 12:00:38,160.89,746.59,45,656,137.35,137.35
2019-11-23 10:00:40,160.89,746.59,45,656,137.35,137.35
2019-11-23 08:00:42,160.89,746.59,45,656,137.35,137.35
2019-11-23 06:00:39,160.89,746.59,45,656,137.35,137.35
2019-11-23 04:00:39,160.89,746.59,45,656,137.35,137.35
2019-11-23 02:00:43,160.89,746.59,45,656,137.35,137.35
2019-11-23 00:00:41,164.89,739.93,45,656,138.84,138.84
2019-11-22 22:00:39,164.89,739.93,45,656,138.84,138.84
2019-11-22 20:00:41,164.89,739.93,45,656,138.84,138.84
2019-11-22 18:00:41,170.22,745.25,45,656,141.91,141.91
2019-11-22 16:00:45,170.89,745.25,45,656,142.25,142.25
2019-11-22 14:00:43,170.89,745.25,45,656,142.25,142.25
2019-11-22 12:00:36,170.89,745.25,45,656,142.25,142.25
2019-11-22 10:00:44,168.22,742.59,45,656,140.71,140.71
2019-11-22 08:00:40,168.89,742.59,45,656,141.04,141.04
2019-11-22 06:00:43,168.89,742.59,45,656,141.04,141.04
2019-11-22 04:00:38,165.56,739.26,45,656,139.12,139.12
2019-11-22 02:00:40,165.56,739.26,45,656,139.12,139.12
2019-11-22 00:00:44,164.89,738.59,45,656,138.74,138.74
2019-11-21 22:00:44,160.89,734.6,44,656,136.44,137.71
2019-11-21 20:00:37,155.56,729.27,44,656,133.36,134.63
2019-11-21 18:00:41,150.89,721.28,44,656,130.42,131.67
2019-11-21 16:00:37,151.56,716.62,44,656,130.4,131.64
2019-11-21 14:00:38,140.44,701.52,44,656,123.69,124.91
2019-11-21 12:00:37,151.56,701.52,44,656,129.25,130.46
2019-11-21 10:00:56,151.56,701.52,44,656,129.25,130.46
2019-11-21 08:00:38,151.56,701.52,44,656,129.25,130.46
2019-11-21 06:00:39,151.56,701.52,44,656,129.25,130.46
2019-11-21 04:00:39,155.56,690.42,44,656,130.4,131.6
2019-11-21 02:00:38,155.56,690.42,44,656,130.4,131.6
2019-11-21 00:00:38,155.56,690.42,44,656,130.4,131.6
2019-11-20 22:00:37,152.22,687.09,43,656,128.48,130.92
